rank,graph6,alpha,theta_scs,delta_scs,edges,pr_scs,status_scs
2012,G?aNVs,4,4.0,0.0,13,1.3450204590147577e-13,optimal
2013,G?aNVw,4,4.0,-0.0,13,2.19824158875781e-14,optimal
2014,G?aNV{,4,4.0,0.0,14,8.388016285507719e-16,optimal
2015,G?aN]w,4,4.0,0.0,13,8.22366120851545e-14,optimal
2016,G?aN]{,4,4.0,-0.0,14,2.5847234471572e-15,optimal
2017,G?aN^w,4,4.0,-0.0,14,3.624354655175616e-14,optimal
2018,G?aN^{,4,4.0,-0.0,15,3.774758283725532e-15,optimal
2019,G?aNbW,4,4.0,-0.0,11,2.7650034432337104e-15,optimal
2020,G?aNbo,4,4.0,-0.0,11,1.887379141862766e-14,optimal
2021,G?aNbs,4,4.0,-0.0,12,1.509903313490213e-14,optimal
2022,G?aNb{,4,4.0,-0.0,13,8.271580709093113e-16,optimal
2023,G?aNe[,4,4.0,0.0,12,1.7425422085973714e-14,optimal
2024,G?aNfS,4,4.0,-0.0,12,2.220446049250313e-16,optimal
2025,G?aNfW,4,4.0,-0.0,12,6.661338147750939e-16,optimal
2026,G?aNf[,4,4.0,-0.0,13,1.1556397902048647e-14,optimal
2027,G?aNfc,4,4.0,-0.0,12,7.165865488836095e-15,optimal
2028,G?aNfo,4,4.0,0.0,12,2.220446049250313e-16,optimal
2029,G?aNfs,4,4.0,-0.0,13,6.958470822185254e-15,optimal
2030,G?aNfw,4,4.0,-0.0,13,4.801567794332315e-14,optimal
2031,G?aNf{,4,4.0,-0.0,14,2.220446049250313e-16,optimal
2032,G?aNvW,4,4.0,-0.0,13,2.2093438190040615e-14,optimal
2033,G?aNv[,4,4.0,-0.0,14,3.25635761585256e-14,optimal
2034,G?aNvg,4,4.0,-0.0,13,6.647897865955251e-14,optimal
2035,G?aNvk,4,4.0,-0.0,14,8.881784197001252e-16,optimal
2036,G?aNvo,4,4.0,-0.0,13,2.696435076387168e-13,optimal
2037,G?aNvs,4,4.0,-0.0,14,2.020605904817785e-14,optimal
2038,G?aNvw,4,4.0,0.0,14,2.2093438190040615e-14,optimal
2039,G?aNv{,4,4.0,0.0,15,5.447176427085698e-13,optimal
2040,G?aN~w,4,4.0,-0.0,15,1.1102230246251565e-16,optimal
2041,G?aN~{,4,4.0,-0.0,16,1.9984014443252818e-15,optimal
2042,G?b@bC,4,4.0,0.0,8,1.7491161076500554e-12,optimal
2043,G?b@bO,4,4.0,-0.0,8,6.988540379376298e-15,optimal
2044,G?b@bS,4,4.0,0.0,9,4.440892098500626e-16,optimal
2045,G?b@b_,4,4.0,0.0,8,1.5175340947125914e-14,optimal
2046,G?b@bc,4,4.0,0.0,9,5.9106384837649574e-15,optimal
2047,G?b@bo,4,4.0,-0.0,9,8.711416486363699e-15,optimal
2048,G?b@bs,4,4.0,0.0,10,4.440892098500626e-16,optimal
2049,G?b@cK,5,5.0,-0.0,8,2.4691288325531684e-19,optimal
2050,G?b@cS,4,4.0,-0.0,8,1.045019726820044e-14,optimal
2051,G?b@dC,4,4.0,0.0,8,7.085601146557593e-15,optimal
2052,G?b@dG,4,4.0,0.0,8,2.220446049250313e-16,optimal
2053,G?b@dK,4,4.0,-0.0,9,5.733533889363268e-14,optimal
2054,G?b@dS,4,4.0,-0.0,9,3.837712023148269e-15,optimal
2055,G?b@d_,4,4.0,-0.0,8,6.115795562143686e-13,optimal
2056,G?b@dc,4,4.0,0.0,9,1.7763568394002505e-15,optimal
2057,G?b@dg,4,4.0,-0.0,9,1.9998780668307584e-14,optimal
2058,G?b@dk,4,4.0,0.0,10,1.2700436571465785e-13,optimal
2059,G?b@do,4,4.0,-0.0,9,9.065195592414872e-15,optimal
2060,G?b@ds,4,4.0,0.0,10,6.9946512339345194e-15,optimal
2061,G?b@eC,5,5.0,0.0,8,2.9753977059954195e-14,optimal
2062,G?b@eK,4,4.0,-0.0,9,1.0635646565667442e-14,optimal
2063,G?b@eS,4,4.0,-0.0,9,3.684684861898057e-14,optimal
2064,G?b@e[,4,4.0,-0.0,10,1.3515624768615104e-13,optimal
2065,G?b@f?,4,4.0,-0.0,8,1.0511382322131658e-14,optimal
2066,G?b@fC,4,4.0,-0.0,9,3.32787753256878e-13,optimal
2067,G?b@fG,4,4.0,0.0,9,7.605027718682322e-14,optimal
2068,G?b@fK,4,4.0,-0.0,10,8.526512829121202e-14,optimal
2069,G?b@fO,4,4.0,-0.0,9,2.7533531010703882e-14,optimal
2070,G?b@fS,4,4.0,-0.0,10,4.440892098500626e-16,optimal
2071,G?b@fW,4,4.0,0.0,10,1.1321537498477248e-14,optimal
2072,G?b@f[,4,4.0,-0.0,11,1.6141277662974935e-14,optimal
2073,G?b@f_,4,4.0,-0.0,9,1.1102230246251565e-16,optimal
2074,G?b@fc,4,4.0,-0.0,10,1.5485211938046966e-14,optimal
2075,G?b@fg,4,4.0,-0.0,10,4.440892098500626e-16,optimal
2076,G?b@fk,4,4.0,0.0,11,8.881784197001252e-16,optimal
2077,G?b@fo,4,4.0,-0.0,10,1.3290821591198524e-14,optimal
2078,G?b@fs,4,4.0,0.0,11,1.0907477809790716e-14,optimal
2079,G?b@fw,4,4.0,0.0,11,6.047895389769008e-14,optimal
2080,G?b@f{,4,4.0,0.0,12,1.2212453270876722e-15,optimal
2081,G?bB@o,4,4.0,0.0,8,6.914414804960627e-14,optimal
2082,G?bBBg,4,4.0,0.0,9,4.440892098500626e-16,optimal
2083,G?bBBo,4,4.0,0.0,9,2.436162020233543e-13,optimal
2084,G?bBBw,4,4.0,0.0,10,6.661338147750939e-16,optimal
2085,G?bBCc,4,4.0,-0.0,8,4.440892098500626e-16,optimal
2086,G?bBCw,4,4.0,0.0,9,6.352084324722504e-16,optimal
2087,G?bBD_,4,4.0,0.0,8,4.440892098500626e-16,optimal
2088,G?bBDg,4,4.0,0.0,9,1.200791496777341e-18,optimal
2089,G?bBDo,4,4.0,-0.0,9,1.247066801117998e-13,optimal
2090,G?bBDs,4,4.0,-0.0,10,1.1262142610296678e-13,optimal
2091,G?bBDw,4,4.0,0.0,10,6.522489034774952e-13,optimal
2092,G?bBE_,4,4.0,0.0,8,6.710770331661876e-14,optimal
2093,G?bBEc,4,4.0,0.0,9,4.440892098500626e-15,optimal
2094,G?bBEg,4,4.0,-0.0,9,1.3322676295501878e-15,optimal
2095,G?bBEk,4,4.0,0.0,10,9.715348880569665e-14,optimal
2096,G?bBEo,4,4.0,0.0,9,5.1701136108862667e-14,optimal
2097,G?bBEs,4,4.0,0.0,10,4.440892098500626e-16,optimal
2098,G?bBEw,4,4.0,0.0,10,4.440892098500626e-16,optimal
2099,G?bBF_,4,4.0,-0.0,9,5.051968624820318e-14,optimal
2100,G?bBFc,4,4.0,-0.0,10,4.7896016982626215e-15,optimal
2101,G?bBFg,4,4.0,-0.0,10,3.871496728666673e-14,optimal
2102,G?bBFk,4,4.0,-0.0,11,4.440892098500626e-16,optimal
2103,G?bBFo,4,4.0,-0.0,10,8.1070632423309e-14,optimal
2104,G?bBFs,4,4.0,-0.0,11,1.3322676295501878e-14,optimal
2105,G?bBFw,4,4.0,-0.0,11,4.440892098500626e-16,optimal
2106,G?bBF{,4,4.0,0.0,12,1.6726935542955222e-14,optimal
2107,G?bBQs,4,4.0,-0.0,10,4.2641841136188125e-15,optimal
2108,G?bBRo,4,4.0,0.0,10,2.220446049250313e-15,optimal
2109,G?bBRs,4,4.0,-0.0,11,7.333992514558064e-13,optimal
2110,G?bBTg,4,4.0,-0.0,10,1.476990012313503e-13,optimal
2111,G?bBTk,4,4.0,-0.0,11,9.992007221626409e-15,optimal
2112,G?bBTo,4,4.0,0.0,10,1.5543122344752192e-15,optimal
2113,G?bBTs,4,4.0,0.0,11,4.440892098500626e-16,optimal
2114,G?bBUg,4,4.0,0.0,10,4.440892098500626e-16,optimal
2115,G?bBUk,4,4.0,0.0,11,4.440892098500626e-16,optimal
2116,G?bBUo,4,4.0,0.0,10,1.2723155862204294e-13,optimal
2117,G?bBUs,4,4.0,0.0,11,9.335662721504405e-15,optimal
2118,G?bBUw,4,4.0,0.0,11,7.96774731665019e-15,optimal
2119,G?bBU{,4,4.0,0.0,12,8.010318124265154e-13,optimal
2120,G?bBV_,4,4.0,0.0,10,6.661338147750939e-16,optimal
2121,G?bBVc,4,4.0,-0.0,11,1.1102230246251565e-16,optimal
2122,G?bBVg,4,4.0,0.0,11,2.3314683517128287e-15,optimal
2123,G?bBVk,4,4.0,-0.0,12,5.551115123125783e-16,optimal
2124,G?bBVo,4,4.0,-0.0,11,3.2496843468613772e-15,optimal
2125,G?bBVs,4,4.0,0.0,12,1.9984014443252818e-15,optimal
2126,G?bBVw,4,4.0,-0.0,12,8.881784197001252e-16,optimal
2127,G?bBV{,4,4.0,-0.0,13,5.551115123125783e-16,optimal
2128,G?bB`W,4,4.0,0.0,9,7.771561172376096e-15,optimal
2129,G?bB`[,4,4.0,0.0,10,7.771561172376096e-16,optimal
2130,G?bB`o,4,4.0,0.0,9,5.478437679708583e-14,optimal
2131,G?bB`s,4,4.0,-0.0,10,4.101298291078154e-15,optimal
2132,G?bB`w,4,4.0,0.0,10,2.220446049250313e-16,optimal
2133,G?bB`{,4,4.0,0.0,11,8.31531243629259e-15,optimal
2134,G?bBa[,4,4.0,-0.0,10,3.1825215365248517e-13,optimal
2135,G?bBbK,4,4.0,0.0,10,5.837236644768905e-14,optimal
2136,G?bBbS,4,4.0,-0.0,10,2.354299380812978e-13,optimal
2137,G?bBbW,4,4.0,0.0,10,5.182528301588876e-14,optimal
2138,G?bBb[,4,4.0,0.0,11,4.440892098500626e-14,optimal
2139,G?bBbc,4,4.0,-0.0,10,3.4361710629439796e-14,optimal
2140,G?bBbg,4,4.0,0.0,10,2.220446049250313e-16,optimal
2141,G?bBbk,4,4.0,0.0,11,1.6497053475971202e-14,optimal
2142,G?bBbo,4,4.0,-0.0,10,6.869466306754785e-13,optimal
2143,G?bBbs,4,4.0,-0.0,11,1.0282954939025226e-14,optimal
2144,G?bBbw,4,4.0,-0.0,11,1.186387525779267e-14,optimal
2145,G?bBb{,4,4.0,0.0,12,1.2072419379988278e-14,optimal
2146,G?bBc[,4,4.0,0.0,10,3.863920484498459e-14,optimal
2147,G?bBdG,4,4.0,-0.0,9,1.0436096431476471e-14,optimal
2148,G?bBdS,4,4.0,-0.0,10,6.854340943887863e-14,optimal
2149,G?bBdW,4,4.0,0.0,10,7.183142969324763e-14,optimal
2150,G?bBd[,4,4.0,0.0,11,1.0154086391356896e-15,optimal
2151,G?bBdg,4,4.0,0.0,10,6.084468949295632e-14,optimal
2152,G?bBdk,4,4.0,0.0,11,1.2034817586936697e-13,optimal
2153,G?bBdo,4,4.0,0.0,10,2.220446049250313e-16,optimal
2154,G?bBds,4,4.0,0.0,11,9.625171002653722e-19,optimal
2155,G?bBdw,4,4.0,-0.0,11,8.881784197001252e-16,optimal
2156,G?bBd{,4,4.0,-0.0,12,7.57687722654438e-15,optimal
2157,G?bBeK,4,4.0,-0.0,10,2.297970633830456e-14,optimal
2158,G?bBeS,4,4.0,0.0,10,4.440892098500626e-16,optimal
2159,G?bBeW,4,4.0,0.0,10,8.881784197001252e-16,optimal
2160,G?bBe[,4,4.0,-0.0,11,2.1977326378842722e-14,optimal
2161,G?bBf?,4,4.0,0.0,9,1.887379141862766e-13,optimal
2162,G?bBfC,4,4.0,0.0,10,2.1760371282653068e-14,optimal
2163,G?bBfG,4,4.0,-0.0,10,1.3322676295501878e-15,optimal
2164,G?bBfK,4,4.0,0.0,11,4.440892098500626e-16,optimal
2165,G?bBfO,4,4.0,0.0,10,3.1881640579542634e-14,optimal
2166,G?bBfS,4,4.0,-0.0,11,1.7763568394002505e-14,optimal
2167,G?bBfW,4,4.0,0.0,11,4.440892098500626e-16,optimal
2168,G?bBf[,4,4.0,-0.0,12,1.3322676295501878e-14,optimal
2169,G?bBf_,4,4.0,-0.0,10,7.935514883011456e-14,optimal
2170,G?bBfc,4,4.0,0.0,11,2.8326221679492214e-15,optimal
2171,G?bBfg,4,4.0,-0.0,11,2.5795159982986117e-15,optimal
2172,G?bBfk,4,4.0,-0.0,12,8.881784197001252e-16,optimal
2173,G?bBfo,4,4.0,-0.0,11,4.440892098500626e-16,optimal
2174,G?bBfs,4,4.0,0.0,12,1.3276038206444373e-14,optimal
2175,G?bBfw,4,4.0,-0.0,12,1.6444296757537039e-13,optimal
2176,G?bBf{,4,4.0,-0.0,13,5.127369938980803e-15,optimal
2177,G?bBro,4,4.0,0.0,11,6.501468240683856e-13,optimal
2178,G?bBrs,4,4.0,-0.0,12,4.692983782398268e-14,optimal
2179,G?bBuW,4,4.0,-0.0,11,1.945497019318553e-14,optimal
2180,G?bBu[,4,4.0,0.0,12,1.9431713915047875e-14,optimal
2181,G?bBvO,4,4.0,-0.0,11,9.880984919163893e-14,optimal
2182,G?bBvS,4,4.0,-0.0,12,2.8371233275877125e-14,optimal
2183,G?bBvW,4,4.0,0.0,12,9.326355749762935e-16,optimal
2184,G?bBv[,4,4.0,-0.0,13,6.262801658404631e-16,optimal
2185,G?bBvg,4,4.0,-0.0,12,1.1552145890131491e-12,optimal
2186,G?bBvk,4,4.0,-0.0,13,3.8344862669670806e-14,optimal
2187,G?bBvo,4,4.0,-0.0,12,1.4777068457760834e-13,optimal
2188,G?bBvs,4,4.0,-0.0,13,8.631724335819901e-13,optimal
2189,G?bBvw,4,4.0,-0.0,13,1.66644475996236e-13,optimal
2190,G?bDJo,4,4.0,0.0,10,2.220446049250313e-16,optimal
2191,G?bDKk,4,4.0,-0.0,10,2.7533531010703882e-14,optimal
2192,G?bDLg,4,4.0,-0.0,10,6.393598239547783e-15,optimal
2193,G?bDMk,4,4.0,0.0,11,8.238133754202103e-19,optimal
2194,G?bDMo,4,4.0,-0.0,10,9.158943244180928e-14,optimal
2195,G?bDMw,4,4.0,0.0,11,6.661338147750939e-16,optimal
2196,G?bDN_,4,4.0,0.0,10,4.440892098500626e-16,optimal
2197,G?bDNg,4,4.0,-0.0,11,4.440892098500626e-14,optimal
2198,G?bDNk,4,4.0,0.0,12,1.1471260794609097e-14,optimal
2199,G?bDNo,4,4.0,-0.0,11,7.996735572835614e-13,optimal
2200,G?bDNw,4,4.0,0.0,12,6.886781682476678e-15,optimal
2201,G?bDN{,4,4.0,-0.0,13,2.867296779752564e-14,optimal
2202,G?bDjs,4,4.0,0.0,12,7.895451018857317e-13,optimal
2203,G?bDlk,4,4.0,-0.0,12,4.440892098500626e-16,optimal
2204,G?bDls,4,4.0,-0.0,12,7.549516567451064e-15,optimal
2205,G?bDm[,4,4.0,-0.0,12,3.1105468892037476e-14,optimal
2206,G?bDnK,4,4.0,-0.0,12,1.0813572259849025e-13,optimal
2207,G?bDnS,4,4.0,0.0,12,9.614531393253856e-14,optimal
2208,G?bDnW,4,4.0,-0.0,12,7.851468425141703e-14,optimal
2209,G?bDn[,4,4.0,-0.0,13,2.220446049250313e-16,optimal
2210,G?bDnc,4,4.0,-0.0,12,2.220446049250313e-16,optimal
2211,G?bDng,4,4.0,-0.0,12,4.440892098500626e-16,optimal
2212,G?bDnk,4,4.0,-0.0,13,2.220446049250313e-16,optimal
2213,G?bDno,4,4.0,0.0,12,9.814371537686384e-14,optimal
2214,G?bDns,4,4.0,0.0,13,5.329070518200751e-15,optimal
2215,G?bDnw,4,4.0,-0.0,13,1.3500311979441904e-13,optimal
2216,G?bDn{,4,4.0,0.0,14,7.771561172376096e-14,optimal
2217,G?bDrW,4,4.0,-0.0,11,7.388645873445274e-15,optimal
2218,G?bDr[,4,4.0,-0.0,12,1.3793418366901088e-15,optimal
2219,G?bDrg,4,4.0,0.0,11,3.816270772543029e-15,optimal
2220,G?bDrk,4,4.0,-0.0,12,5.861787026998174e-15,optimal
2221,G?bDro,4,4.0,0.0,11,5.6506070861360944e-14,optimal
2222,G?bDrs,4,4.0,-0.0,12,3.774758283725532e-14,optimal
2223,G?bDrw,4,4.0,-0.0,12,3.575032018087325e-14,optimal
2224,G?bDr{,4,4.0,0.0,13,8.881784197001252e-16,optimal
2225,G?bDt[,4,4.0,0.0,12,4.4853010194856324e-14,optimal
2226,G?bDts,4,4.0,-0.0,12,1.0658141036401503e-14,optimal
2227,G?bDtw,4,4.0,-0.0,12,4.345502561139439e-15,optimal
2228,G?bDt{,4,4.0,0.0,13,1.2043159380379283e-13,optimal
2229,G?bDu[,4,4.0,-0.0,12,3.056447589703517e-15,optimal
2230,G?bDvK,4,4.0,0.0,12,2.120525977034049e-14,optimal
2231,G?bDvW,4,4.0,0.0,12,1.120593005145673e-15,optimal
2232,G?bDvg,4,4.0,-0.0,12,1.0799813668458087e-14,optimal
2233,G?bDvk,4,4.0,0.0,13,1.1974471800840996e-14,optimal
2234,G?bDvo,4,4.0,-0.0,12,2.7795762754817226e-15,optimal
2235,G?bDvs,4,4.0,0.0,13,1.2545806839919462e-15,optimal
2236,G?bDvw,4,4.0,-0.0,13,1.447244562578456e-12,optimal
2237,G?bDv{,4,4.0,-0.0,14,1.1668625097123538e-15,optimal
2238,G?bEH{,4,4.0,0.0,11,2.814676876656547e-13,optimal
2239,G?bEJk,4,4.0,0.0,11,9.280623308670711e-14,optimal
2240,G?bEJo,4,4.0,0.0,10,1.392113410379549e-13,optimal
2241,G?bEJw,4,4.0,-0.0,11,1.1681468356382567e-14,optimal
2242,G?bEJ{,4,4.0,-0.0,12,4.433429054244322e-13,optimal
2243,G?bELk,4,4.0,-0.0,11,6.439293542825908e-15,optimal
2244,G?bELw,4,4.0,0.0,11,8.904844513889453e-14,optimal
2245,G?bEL{,4,4.0,-0.0,12,1.7343600597714713e-13,optimal
2246,G?bENg,4,4.0,0.0,11,4.4158921342688337e-14,optimal
2247,G?bENk,4,4.0,0.0,12,7.327298991383477e-19,optimal
2248,G?bENo,4,4.0,0.0,11,3.274513226557417e-14,optimal
2249,G?bEN{,4,4.0,-0.0,13,3.2538305723277864e-13,optimal
2250,G?bERg,4,4.0,0.0,10,5.3798133546698704e-14,optimal
2251,G?bERo,4,4.0,0.0,10,1.870564476963833e-13,optimal
2252,G?bERw,4,4.0,-0.0,11,1.354472090042691e-14,optimal
2253,G?bETs,4,4.0,0.0,11,3.045322812628958e-14,optimal
2254,G?bETw,4,4.0,0.0,11,1.3671359309108322e-12,optimal
2255,G?bEVg,4,4.0,-0.0,11,2.7924895442971853e-13,optimal
2256,G?bEVk,4,4.0,0.0,12,1.4824266867004197e-14,optimal
2257,G?bEVo,4,4.0,-0.0,11,5.006995715506163e-13,optimal
2258,G?bEVs,4,4.0,0.0,12,6.09826200885205e-13,optimal
2259,G?bEVw,4,4.0,-0.0,12,2.7897110039567515e-15,optimal
2260,G?bEV{,4,4.0,0.0,13,2.937103696457144e-14,optimal
2261,G?bE^g,4,4.0,-0.0,12,4.43665062690278e-14,optimal
2262,G?bE^k,4,4.0,-0.0,13,9.974180614231493e-13,optimal
2263,G?bE^o,4,4.0,-0.0,12,7.430748150009671e-14,optimal
2264,G?bE^s,4,4.0,-0.0,13,6.724781036360833e-13,optimal
2265,G?bE^{,4,4.0,0.0,14,1.288784998951463e-13,optimal
2266,G?bFBg,4,4.0,-0.0,10,3.6073538020248834e-17,optimal
2267,G?bFBo,4,4.0,-0.0,10,1.1057390628129191e-14,optimal
2268,G?bFBw,4,4.0,0.0,11,2.3425705819590803e-14,optimal
2269,G?bFDg,4,4.0,-0.0,10,4.243822864366273e-13,optimal
2270,G?bFDs,4,4.0,0.0,11,8.881784197001252e-16,optimal
2271,G?bFDw,4,4.0,-0.0,11,4.83963909752538e-13,optimal
2272,G?bFEg,4,4.0,-0.0,10,4.448217449924848e-14,optimal
2273,G?bFEk,4,4.0,-0.0,11,2.7567065366432657e-14,optimal
2274,G?bFEs,4,4.0,0.0,11,3.0133251000254375e-13,optimal
2275,G?bFEw,4,4.0,-0.0,11,1.3568816708547633e-13,optimal
2276,G?bFF_,4,4.0,-0.0,10,1.7729160281813702e-14,optimal
2277,G?bFFc,4,4.0,0.0,11,1.162964474934228e-16,optimal
2278,G?bFFg,4,4.0,-0.0,11,8.15504800653638e-13,optimal
2279,G?bFFk,4,4.0,-0.0,12,1.2824461105864205e-13,optimal
2280,G?bFFo,4,4.0,0.0,11,6.054981501202229e-19,optimal
2281,G?bFFw,4,4.0,-0.0,12,1.0482571776820573e-18,optimal
2282,G?bFF{,4,4.0,0.0,13,3.774758283725532e-15,optimal
2283,G?bFI{,4,4.0,-0.0,12,4.029859470432159e-14,optimal
2284,G?bFJo,4,4.0,-0.0,11,4.04819540720228e-14,optimal
2285,G?bFJs,4,4.0,0.0,12,2.944850635979155e-13,optimal
2286,G?bFJw,4,4.0,-0.0,12,3.6781688805831436e-13,optimal
2287,G?bFJ{,4,4.0,-0.0,13,4.440892098500626e-16,optimal
2288,G?bFK{,4,4.0,-0.0,12,7.349676423018536e-14,optimal
2289,G?bFLw,4,4.0,-0.0,12,4.440892098500626e-16,optimal
2290,G?bFL{,4,4.0,0.0,13,4.020903743053878e-16,optimal
2291,G?bFMk,4,4.0,-0.0,12,4.440892098500626e-16,optimal
2292,G?bFMs,4,4.0,0.0,12,2.2110833931842747e-15,optimal
2293,G?bFMw,4,4.0,0.0,12,4.2905383692094714e-15,optimal
2294,G?bFM{,4,4.0,-0.0,13,2.9753977059954195e-14,optimal
2295,G?bFNg,4,4.0,0.0,12,5.237977506758251e-15,optimal
2296,G?bFNk,4,4.0,0.0,13,1.7763568394002505e-15,optimal
2297,G?bFNo,4,4.0,0.0,12,2.56468572615103e-14,optimal
2298,G?bFNs,4,4.0,0.0,13,1.1135659112696073e-14,optimal
2299,G?bFN{,4,4.0,0.0,14,4.1744385725905886e-14,optimal
2300,G?bFQw,4,4.0,-0.0,11,1.3530395392283741e-14,optimal
2301,G?bFQ{,4,4.0,0.0,12,8.859579736508749e-14,optimal
2302,G?bFRw,4,4.0,-0.0,12,2.4868995751603507e-14,optimal
2303,G?bFR{,4,4.0,-0.0,13,4.884981308350689e-15,optimal
2304,G?bFTw,4,4.0,-0.0,12,5.906386491005833e-14,optimal
2305,G?bFT{,4,4.0,-0.0,13,2.3996080582068493e-15,optimal
2306,G?bFUs,4,4.0,0.0,12,1.155742168634788e-13,optimal
2307,G?bFUw,4,4.0,0.0,12,1.1852735520894076e-13,optimal
2308,G?bFU{,4,4.0,-0.0,13,3.4861002973229915e-14,optimal
2309,G?bFVg,4,4.0,0.0,12,1.7763568394002505e-14,optimal
2310,G?bFVk,4,4.0,-0.0,13,8.193445921733655e-14,optimal
2311,G?bFVo,4,4.0,-0.0,12,9.566944834474536e-13,optimal
2312,G?bFVs,4,4.0,-0.0,13,4.8078264282978757e-14,optimal
2313,G?bFVw,4,4.0,0.0,13,7.083222897108499e-14,optimal
2314,G?bFV{,4,4.0,0.0,14,6.661338147750939e-16,optimal
2315,G?bF]w,4,4.0,0.0,13,3.8262885290033125e-15,optimal
2316,G?bF]{,4,4.0,-0.0,14,1.8166395616119087e-18,optimal
2317,G?bF^w,4,4.0,-0.0,14,4.900884706972509e-14,optimal
2318,G?bF^{,4,4.0,0.0,15,6.8833827526759706e-15,optimal
2319,G?bF`w,4,4.0,-0.0,11,1.344755853992246e-15,optimal
2320,G?bF`{,4,4.0,-0.0,12,9.371522461028615e-13,optimal
2321,G?bFbW,4,4.0,-0.0,11,3.4946593250324746e-15,optimal
2322,G?bFb[,4,4.0,0.0,12,2.220446049250313e-16,optimal
2323,G?bFbg,4,4.0,-0.0,11,7.459628686123245e-15,optimal
2324,G?bFbk,4,4.0,0.0,12,1.9338955982834552e-14,optimal
2325,G?bFbo,4,4.0,0.0,11,4.0490174194980146e-13,optimal
2326,G?bFbs,4,4.0,-0.0,12,1.4283738284666563e-14,optimal
2327,G?bFbw,4,4.0,-0.0,12,4.006989965239372e-14,optimal
2328,G?bFb{,4,4.0,0.0,13,9.450217213979418e-13,optimal
2329,G?bFd[,4,4.0,0.0,12,3.6946368406990696e-14,optimal
2330,G?bFds,4,4.0,0.0,12,3.774758283725532e-14,optimal
2331,G?bFdw,4,4.0,-0.0,12,2.3287331631006715e-13,optimal
2332,G?bFd{,4,4.0,0.0,13,1.4553526492402364e-12,optimal
2333,G?bFe[,4,4.0,-0.0,12,1.2491809039020073e-13,optimal
2334,G?bFfK,4,4.0,-0.0,12,1.7763568394002505e-15,optimal
2335,G?bFfS,4,4.0,0.0,12,8.881784197001252e-16,optimal
2336,G?bFfW,4,4.0,-0.0,12,3.3306690738754696e-16,optimal
2337,G?bFf[,4,4.0,-0.0,13,1.0097831443150813e-13,optimal
2338,G?bFfc,4,4.0,0.0,12,1.8511155806967294e-15,optimal
2339,G?bFfg,4,4.0,-0.0,12,1.3877787807814457e-14,optimal
2340,G?bFfk,4,4.0,0.0,13,6.794564910705958e-14,optimal
2341,G?bFfo,4,4.0,0.0,12,1.050127941106732e-13,optimal
2342,G?bFfs,4,4.0,0.0,13,6.661338147750939e-16,optimal
2343,G?bFfw,4,4.0,0.0,13,3.289081119525999e-13,optimal
2344,G?bFf{,4,4.0,-0.0,14,3.843993332614089e-14,optimal
2345,G?bFjw,4,4.0,-0.0,13,1.0547118733938987e-14,optimal
2346,G?bFj{,4,4.0,0.0,14,4.963927877567011e-16,optimal
2347,G?bFlw,4,4.0,-0.0,13,4.714301926396651e-14,optimal
2348,G?bFl{,4,4.0,0.0,14,1.545430450278218e-13,optimal
2349,G?bFnW,4,4.0,0.0,13,7.906975349125832e-13,optimal
2350,G?bFn[,4,4.0,0.0,14,1.3452809772057563e-13,optimal
2351,G?bFng,4,4.0,-0.0,13,1.6298074001497298e-13,optimal
2352,G?bFnk,4,4.0,0.0,14,1.354472090042691e-14,optimal
2353,G?bFno,4,4.0,-0.0,13,4.573073110259471e-19,optimal
2354,G?bFns,4,4.0,-0.0,14,2.6119448107175228e-14,optimal
2355,G?bFnw,4,4.0,0.0,14,4.3903303762668787e-13,optimal
2356,G?bFn{,4,4.0,-0.0,15,2.2950856582552453e-13,optimal
2357,G?bFrw,4,4.0,-0.0,13,1.953656903477978e-14,optimal
2358,G?bFr{,4,4.0,0.0,14,2.889342927091749e-16,optimal
2359,G?bFvW,4,4.0,0.0,13,1.7763568394002505e-15,optimal
2360,G?bFv[,4,4.0,0.0,14,2.220446049250313e-14,optimal
2361,G?bFvo,4,4.0,-0.0,13,3.6004983439269796e-14,optimal
2362,G?bFvs,4,4.0,-0.0,14,6.282265469948666e-14,optimal
2363,G?bFvw,4,4.0,-0.0,14,6.217248937900877e-15,optimal
2364,G?bFv{,4,4.0,0.0,15,3.3357754429066053e-15,optimal
2365,G?bF~w,4,4.0,0.0,15,9.742415630550183e-14,optimal
2366,G?bF~{,4,4.0,0.0,16,2.6645352591003757e-15,optimal
2367,G?bLQk,4,4.0,0.0,11,3.3306690738754696e-16,optimal
2368,G?bLRk,4,4.0,0.0,12,8.881784197001252e-16,optimal
2369,G?bLSk,4,4.0,-0.0,11,2.4313884239290928e-14,optimal
2370,G?bLS{,4,4.0,-0.0,12,1.4432899320127035e-15,optimal
2371,G?bLTw,4,4.0,-0.0,12,1.4432899320127035e-15,optimal
2372,G?bLUk,4,4.0,0.0,12,1.5543122344752192e-15,optimal
2373,G?bLUw,4,4.0,0.0,12,1.3322676295501878e-15,optimal
2374,G?bLU{,4,4.0,-0.0,13,6.661338147750939e-16,optimal
2375,G?bLV_,4,4.0,-0.0,11,6.661338147750939e-16,optimal
2376,G?bLVg,4,4.0,-0.0,12,4.440892098500626e-15,optimal
2377,G?bLVk,4,4.0,-0.0,13,4.6629367034256575e-15,optimal
2378,G?bLVo,4,4.0,-0.0,12,1.3322676295501878e-15,optimal
2379,G?bLVw,4,4.0,-0.0,13,4.440892098500626e-16,optimal
