rank,graph6,alpha,theta_scs,delta_scs,edges,pr_scs,status_scs
6851,GCY^BW,3,3.0,0.0,13,7.771561172376096e-16,optimal
6852,GCY^Bo,3,3.0,-0.0,13,5.909425405364667e-13,optimal
6853,GCY^Bs,3,3.0,-0.0,14,1.4753192173853843e-13,optimal
6854,GCY^Bw,3,3.0,-0.0,14,1.7763568394002505e-15,optimal
6855,GCY^C[,4,4.0,-0.0,13,6.439293542825908e-15,optimal
6856,GCY^Cs,4,4.0,0.0,13,1.5543122344752192e-15,optimal
6857,GCY^Cw,3,3.0,0.0,13,3.941705207907535e-14,optimal
6858,GCY^C{,3,3.0,0.0,14,3.372824339086362e-15,optimal
6859,GCY^ES,3,3.0,-0.0,13,4.440892098500626e-16,optimal
6860,GCY^EW,3,3.0,0.0,13,1.9135849135676107e-13,optimal
6861,GCY^E[,3,3.0,-0.0,14,6.449409197947027e-14,optimal
6862,GCY^Eo,3,3.0,-0.0,13,3.1086244689504383e-15,optimal
6863,GCY^Es,3,3.0,0.0,14,6.661338147750939e-16,optimal
6864,GCY^Ew,3,3.0,-0.0,14,2.750676230497281e-15,optimal
6865,GCY^E{,3,3.0,-0.0,15,3.846402351599159e-15,optimal
6866,GCY^FG,4,4.0,0.0,13,4.218847493575595e-15,optimal
6867,GCY^FO,3,3.0,-0.0,13,1.1102230246251565e-15,optimal
6868,GCY^FS,3,3.0,-0.0,14,9.301707195211924e-15,optimal
6869,GCY^FW,3,3.0,0.0,14,1.9641373892932875e-13,optimal
6870,GCY^F[,3,3.0,0.0,15,7.835244402476164e-14,optimal
6871,GCY^Fg,3,3.0,-0.0,14,1.0266161990329299e-13,optimal
6872,GCY^Fo,3,3.0,0.0,14,3.1402018809796043e-14,optimal
6873,GCY^Fs,3,3.0,-0.0,15,9.072056543439768e-14,optimal
6874,GCY^Fw,3,3.0,-0.0,15,1.159144822414605e-13,optimal
6875,GCY^F{,3,3.0,-0.0,16,7.130949178721591e-14,optimal
6876,GCY^Jk,3,3.0,0.0,15,8.881784197001252e-15,optimal
6877,GCY^Jw,3,3.0,0.0,15,1.590519216161592e-13,optimal
6878,GCY^J{,3,3.0,-0.0,16,1.2786766306185049e-18,optimal
6879,GCY^Mk,3,3.0,0.0,15,8.873030257314916e-14,optimal
6880,GCY^Ms,3,3.0,0.0,15,4.043639669982684e-15,optimal
6881,GCY^Mw,3,3.0,-0.0,15,2.7173259459893115e-14,optimal
6882,GCY^M{,3,3.0,-0.0,16,3.586036687063809e-14,optimal
6883,GCY^NK,3,3.0,0.0,15,3.7602711839155566e-13,optimal
6884,GCY^NW,3,3.0,0.0,15,1.0767089240052562e-14,optimal
6885,GCY^N[,3,3.0,0.0,16,5.850397036381792e-13,optimal
6886,GCY^Nc,3,3.0,0.0,15,9.251945777604612e-14,optimal
6887,GCY^Ng,3,3.0,-0.0,15,1.1268139153240657e-12,optimal
6888,GCY^Nk,3,3.0,0.0,16,1.2399959087475197e-13,optimal
6889,GCY^No,3,3.0,-0.0,15,6.573478917979634e-14,optimal
6890,GCY^Ns,3,3.0,-0.0,16,5.955178487230256e-13,optimal
6891,GCY^Nw,3,3.0,0.0,16,1.7239493082160267e-13,optimal
6892,GCY^N{,3,3.0,-0.0,17,1.9857630204631032e-13,optimal
6893,GCY^Rs,3,3.0,0.0,15,1.2451902568507817e-14,optimal
6894,GCY^Rw,3,3.0,-0.0,15,1.4630582777876989e-12,optimal
6895,GCY^S{,3,3.0,0.0,15,2.220446049250313e-16,optimal
6896,GCY^U[,3,3.0,-0.0,15,2.1294991236580604e-14,optimal
6897,GCY^Us,3,3.0,0.0,15,1.6191645311471052e-14,optimal
6898,GCY^Uw,3,3.0,-0.0,15,4.806025705808464e-19,optimal
6899,GCY^U{,3,3.0,0.0,16,5.408907187524331e-13,optimal
6900,GCY^VS,3,3.0,-0.0,15,1.1102230246251565e-15,optimal
6901,GCY^VW,3,3.0,0.0,15,3.5164954909888453e-13,optimal
6902,GCY^V[,3,3.0,-0.0,16,1.3166634432390006e-12,optimal
6903,GCY^Vg,3,3.0,0.0,15,1.1102230246251565e-16,optimal
6904,GCY^Vo,3,3.0,-0.0,15,1.270760500828394e-13,optimal
6905,GCY^Vs,3,3.0,0.0,16,3.774437153942653e-13,optimal
6906,GCY^Vw,3,3.0,0.0,16,5.995204332975845e-15,optimal
6907,GCY^V{,3,3.0,0.0,17,4.678806304764078e-13,optimal
6908,GCY^Z{,3,3.0,-0.0,17,2.0118995281023082e-15,optimal
6909,GCY^]{,3,3.0,-0.0,17,8.128310229043483e-15,optimal
6910,GCY^^[,3,3.0,0.0,17,3.9968028886505635e-15,optimal
6911,GCY^^k,3,3.0,-0.0,17,2.375877272697835e-14,optimal
6912,GCY^^s,3,3.0,0.0,17,5.354008961733835e-15,optimal
6913,GCY^^w,3,3.0,0.0,17,1.1102230246251565e-16,optimal
6914,GCY^^{,3,3.0,-0.0,18,5.551115123125783e-15,optimal
6915,GCY^cw,3,3.0,-0.0,14,1.0961216809787608e-12,optimal
6916,GCY^eo,3,3.0,-0.0,14,1.3184536058706806e-14,optimal
6917,GCY^ew,3,3.0,-0.0,15,1.4629948408861995e-12,optimal
6918,GCY^e{,3,3.0,0.0,16,3.719633898907185e-13,optimal_inaccurate
6919,GCY^fW,3,3.0,-0.0,15,2.142560390878069e-15,optimal
6920,GCY^f[,3,3.0,0.0,16,8.820957716229299e-13,optimal
6921,GCY^fc,3,3.0,0.0,15,1.8851221900711074e-13,optimal
6922,GCY^fg,3,3.0,-0.0,15,5.828897139633736e-13,optimal
6923,GCY^fk,3,3.0,-0.0,16,2.1209202896817018e-12,optimal_inaccurate
6924,GCY^fo,3,3.0,-0.0,15,2.1616905244321347e-14,optimal
6925,GCY^fs,3,3.0,-0.0,16,1.210816052753672e-12,optimal
6926,GCY^fw,3,3.0,0.0,16,1.4620460241027067e-12,optimal
6927,GCY^f{,3,3.0,0.0,17,1.4663852755354683e-12,optimal
6928,GCY^nk,3,3.0,0.0,17,4.218847493575595e-15,optimal
6929,GCY^nw,3,3.0,-0.0,17,1.2434497875801753e-14,optimal
6930,GCY^n{,3,3.0,0.0,18,9.547918011776346e-15,optimal
6931,GCY^vg,3,3.0,0.0,16,7.318645178778337e-14,optimal
6932,GCY^vk,3,3.0,-0.0,17,1.5065726444163374e-13,optimal
6933,GCY^vs,3,3.0,-0.0,17,4.6407322429331543e-14,optimal
6934,GCY^vw,3,3.0,0.0,17,1.470875605404414e-12,optimal
6935,GCY^v{,3,3.0,0.0,18,1.9793162311182116e-13,optimal
6936,GCY^~w,3,3.0,0.0,18,6.261657858885883e-14,optimal
6937,GCY^~{,3,3.0,-0.0,19,4.363176486776865e-14,optimal
6938,GCZH{{,3,3.0,0.0,15,2.9643646436420697e-15,optimal
6939,GCZH|w,3,3.0,0.0,15,2.369419550667331e-13,optimal
6940,GCZH}k,3,3.0,-0.0,15,4.1820384432452506e-15,optimal
6941,GCZH}{,3,3.0,0.0,16,4.440892098500626e-16,optimal
6942,GCZH~K,3,3.0,0.0,15,1.5843798936524528e-14,optimal
6943,GCZH~W,3,3.0,0.0,15,4.239065661807842e-13,optimal
6944,GCZH~[,3,3.0,0.0,16,5.4516170222515207e-14,optimal
6945,GCZH~g,3,3.0,-0.0,15,4.440892098500626e-16,optimal
6946,GCZH~k,3,3.0,-0.0,16,7.300324523469866e-14,optimal
6947,GCZH~o,3,3.0,-0.0,15,9.809502954622131e-13,optimal
6948,GCZH~w,3,3.0,0.0,16,4.845926938138245e-13,optimal
6949,GCZH~{,3,3.0,-0.0,17,2.3934403181028262e-14,optimal
6950,GCZI{{,3,3.0,0.0,15,2.708762050427417e-13,optimal
6951,GCZI|[,3,3.0,-0.0,15,1.0082511064338817e-13,optimal
6952,GCZI|k,3,3.0,0.0,15,9.423714706338726e-15,optimal
6953,GCZI|{,3,3.0,-0.0,16,2.220446049250313e-15,optimal
6954,GCZI}k,3,3.0,0.0,15,1.2545520178264269e-14,optimal
6955,GCZI}{,3,3.0,0.0,16,2.0650148258027912e-14,optimal
6956,GCZI~K,3,3.0,-0.0,15,1.3044734965133253e-12,optimal
6957,GCZI~[,3,3.0,0.0,16,5.426382728820323e-14,optimal
6958,GCZI~g,3,3.0,0.0,15,9.95428989392624e-13,optimal
6959,GCZI~k,3,3.0,-0.0,16,1.16427382255034e-14,optimal
6960,GCZI~o,3,3.0,-0.0,15,1.221551504183882e-14,optimal
6961,GCZI~w,3,3.0,0.0,16,1.346076128256282e-12,optimal
6962,GCZI~{,3,3.0,-0.0,17,3.774758283725532e-15,optimal
6963,GCZJ_{,4,4.0,-0.0,13,4.9960036108132044e-15,optimal
6964,GCZJ`[,3,3.0,-0.0,13,3.5930375672683814e-14,optimal
6965,GCZJ`k,3,3.0,0.0,13,3.8968280989986233e-16,optimal
6966,GCZJ`s,3,3.0,-0.0,13,1.0948834843609362e-18,optimal
6967,GCZJ`{,3,3.0,-0.0,14,3.877819595490542e-14,optimal
6968,GCZJa[,3,3.0,-0.0,13,8.1423643150168e-19,optimal
6969,GCZJaw,3,3.0,-0.0,13,3.2369385543292995e-14,optimal
6970,GCZJa{,3,3.0,0.0,14,1.3884708650056195e-14,optimal
6971,GCZJbK,3,3.0,-0.0,13,2.4424906541753444e-15,optimal
6972,GCZJb[,3,3.0,-0.0,14,2.5717645009619163e-14,optimal
6973,GCZJbg,4,4.0,0.0,13,1.887379141862766e-15,optimal
6974,GCZJbk,3,3.0,-0.0,14,1.3322676295501878e-15,optimal
6975,GCZJbs,3,3.0,-0.0,14,2.220446049250313e-16,optimal
